	CRIM	ZN	INDUS	CHAS	NOX	RM	AGE	DIS	RAD	TAX	PTRATIO	B	PRICE
19.0	0.4476639871971878	-0.4905862408856982	-0.4386776072856121	-0.27071455537293126	0.33382829660611296	0.049832387096489975	0.03772264856381676	-0.29776698991553446	-0.6410213889120816	-0.6041583573201852	1.1778727123910517	0.3739929766163356	-0.4673115135423036
20.0	0.4476639871971878	-0.4905862408856982	-0.4386776072856121	-0.27071455537293126	0.33382829660611296	-2.7944338985149404	1.0492247636662895	-0.2977658945880357	-0.6410213889120816	-0.6041583573201852	1.1778727123910517	0.2172586302659495	-0.9679523674600201
21.0	0.4476639871971878	-0.4905862408856982	-0.4386776072856121	-0.27071455537293126	0.33382829660611296	0.1681481536051286	0.7344566229525833	-0.29759815300537434	-0.6410213889120816	-0.6041583573201852	1.1778727123910517	0.39121413567291474	-0.3149425580021288
22.0	0.4476639871971878	-0.4905862408856982	-0.4386776072856121	-0.27071455537293126	0.33382829660611296	0.25613929088256154	0.8228746400069952	-0.2976258491435563	-0.6410213889120816	-0.6041583573201852	1.1778727123910517	0.43884480977244106	-0.7938164182712492
23.0	0.4476639871971878	-0.4905862408856982	-0.4386776072856121	-0.27071455537293126	0.33382829660611296	0.09258514306179638	1.1164224566276428	-0.2975332939699143	-0.6410213889120816	-0.6041583573201852	1.1778727123910517	0.4131220658651459	-0.8700008960413363
24.0	0.4476639871971878	-0.4905862408856982	-0.4386776072856121	-0.27071455537293126	0.33382829660611296	0.14776602576120348	0.9077559363792305	-0.2972951384766207	-0.6410213889120816	-0.6041583573201852	1.1778727123910517	0.4108331776361065	-0.7502824309740563
25.0	0.4476639871971878	-0.4905862408856982	-0.4386776072856121	-0.27071455537293126	0.33382829660611296	-0.0137996217821056	0.6106713990764064	-0.2972521077534566	-0.6410213889120816	-0.6041583573201852	1.1778727123910517	-0.580037436182642	-0.9353018769871254
26.0	0.4476639871971878	-0.4905862408856982	-0.4386776072856121	-0.27071455537293126	0.33382829660611296	0.09258514306179638	0.7733605504565243	3.362350823061208	-0.6410213889120816	-0.6041583573201852	1.1778727123910517	0.22063746527072142	-0.6414474627310743
27.0	0.4476639871971878	-0.4905862408856982	-0.4386776072856121	-0.27071455537293126	0.33382829660611296	0.2089124092929789	0.7203097402238772	-0.2972530466055984	-0.6410213889120816	-0.6041583573201852	1.1778727123910517	-0.5477750116209493	-0.8373504055684418
28.0	0.4476639871971878	-0.4905862408856982	-0.4386776072856121	-0.27071455537293126	0.33382829660611296	0.4316244403680634	0.9183660984257602	-0.29725202951577817	-0.6410213889120816	-0.6041583573201852	1.1778727123910517	0.34118557866677646	-0.4455445198937073
29.0	0.4476639871971878	-0.4905862408856982	-0.4386776072856121	-0.27071455537293126	0.33382829660611296	0.5206098277842244	0.6672589299912299	3.0157579073941796	-0.6410213889120816	-0.6041583573201852	1.1778727123910517	0.2571506822577727	-0.16257360246195432
30.0	0.4476639871971878	-0.4905862408856982	-0.4386776072856121	-0.27071455537293126	0.33382829660611296	0.04287263612539358	0.9077559363792305	3.011063646685371	-0.6410213889120816	-0.6041583573201852	1.1778727123910517	0.038507359045759665	-1.0659038388787037
31.0	0.4476639871971878	-0.4905862408856982	-0.4386776072856121	-0.27071455537293126	0.33382829660611296	0.22134053602707962	1.1164224566276428	2.9656857931668887	-0.6410213889120816	-0.6041583573201852	1.1778727123910517	0.21900254510712236	-0.8700008960413363
32.0	0.4476639871971878	-0.4905862408856982	-0.4386776072856121	-0.27071455537293126	0.33382829660611296	-2.7942449909885823	0.47981273383587664	-0.2976156000076754	-0.6410213889120816	-0.6041583573201852	1.1778727123910517	-1.3519377427566581	-1.0114863547572128
33.0	0.4476639871971878	-0.4905862408856982	-0.4386776072856121	-0.27071455537293126	0.33382829660611296	0.03690713529302525	0.939586422518819	-0.29777426601963314	-0.6410213889120816	-0.6041583573201852	1.1778727123910517	0.023248104185499167	-1.022369851581511
35.0	-1.332248025898831	-0.4905862408856982	-0.7557381725700704	-0.27071455537293126	0.15959010483640254	0.15224015138547972	-0.008254720304477364	-0.2981082626690648	-0.5269549262234655	-0.7692437268706819	0.34018028419379753	0.43884480977244106	-0.39112703577221636
36.0	-0.4422920193508216	-0.4905862408856982	-0.7557381725700704	-0.27071455537293126	0.15959010483640254	0.10650464500398917	-0.24875172669247808	-0.2980944928376523	-0.5269549262234655	-0.7692437268706819	0.34018028419379753	0.22804910334570497	-0.2714085707049362
37.0	-1.332248025898831	-0.4905862408856982	-0.7557381725700704	-0.27071455537293126	0.15959010483640254	-2.794294703495518	-0.9525591424455974	-0.29765925663226733	-0.5269549262234655	-0.7692437268706819	0.34018028419379753	0.43884480977244106	-0.16257360246195432
38.0	-0.4422920193508216	-0.4905862408856982	-0.7557381725700704	-0.27071455537293126	0.15959010483640254	0.16864527867449264	-1.3522085795315395	-0.29772724517486654	-0.5269549262234655	-0.7692437268706819	0.34018028419379753	0.4010236566545109	0.24011578003707845
39.0	-1.332248025898831	2.7035800698591754	-1.1935144576646661	-0.27071455537293126	-0.15761275710332676	0.4813369473044662	-1.6492931168343639	-0.29651158812664213	-0.7550878516006976	-0.9284331903658037	-0.07866592990482871	0.42500248572063387	0.9040090863192679
40.0	-1.332248025898831	2.7035800698591754	-1.1935144576646661	-0.27071455537293126	-0.15761275710332676	0.6946036020616342	-1.8614963577649526	-0.29651158812664213	-0.7550878516006976	-0.9284331903658037	-0.07866592990482871	0.4248934910430607	1.3502324561154933
41.0	-0.4422920193508216	-0.4905862408856982	-0.6175695776066596	-0.27071455537293126	-0.068259838247065	-2.7938373484317034	-2.317733325765718	-0.2962613840308626	-0.7550878516006976	-1.0404554054179265	-0.26481980283755274	0.3136099252407352	0.4469022196987442
42.0	-0.4422920193508216	-0.4905862408856982	-0.6175695776066596	-0.27071455537293126	-0.068259838247065	0.2695616677553903	-2.1868746605251888	-0.2962613840308626	-0.7550878516006976	-1.0404554054179265	-0.26481980283755274	0.29137501101578456	0.30541676098286774
43.0	-0.4422920193508216	-0.4905862408856982	-0.6175695776066596	-0.27071455537293126	-0.068259838247065	0.2904409206686795	-2.190411381207365	-0.2962613840308626	-0.7550878516006976	-1.0404554054179265	-0.26481980283755274	0.41225010844455917	0.24011578003707845
44.0	-0.4422920193508216	-0.4905862408856982	-0.6175695776066596	-0.27071455537293126	-0.068259838247065	0.21984916081898753	-1.0056099526782445	-0.2962613840308626	-0.7550878516006976	-1.0404554054179265	-0.26481980283755274	0.3569898069149029	-0.14080660881335802
45.0	-0.4422920193508216	-0.4905862408856982	-0.6175695776066596	-0.27071455537293126	-0.068259838247065	0.02746175897510872	-1.2248866349731864	-0.2967468488258319	-0.7550878516006976	-1.0404554054179265	-0.26481980283755274	0.43884480977244106	-0.34759304847502337
46.0	-0.4422920193508216	-0.4905862408856982	-0.6175695776066596	-0.27071455537293126	-0.068259838247065	0.07916276618896763	-1.2425702383840687	-0.2967468488258319	-0.7550878516006976	-1.0404554054179265	-0.26481980283755274	0.43884480977244106	-0.2714085707049362
47.0	-0.4422920193508216	-0.4905862408856982	-0.6175695776066596	-0.27071455537293126	-0.068259838247065	-2.794205220983033	0.6035979577120534	-0.2962860288995839	-0.7550878516006976	-1.0404554054179265	-0.26481980283755274	0.3935030239019542	-0.6414474627310743
48.0	0.4476639871971878	-0.4905862408856982	-0.6175695776066596	-0.27071455537293126	-0.068259838247065	-0.11322463565491118	0.9501965845653483	-0.2961447316522487	-0.7550878516006976	-1.0404554054179265	-0.26481980283755274	0.43884480977244106	-0.8808843928656345
49.0	-0.4422920193508216	-0.4905862408856982	-0.6175695776066596	-0.27071455537293126	-0.068259838247065	-0.012308246574013516	-0.22753140259941917	-0.29597440822619747	-0.7550878516006976	-1.0404554054179265	-0.26481980283755274	0.43884480977244106	-0.3367095516507254
50.0	-0.4422920193508216	0.4037803261228664	-0.8022791729787982	-0.27071455537293126	-0.10846865173238279	0.16715390346640058	-0.8040168737941852	-0.2954056203036468	-0.6410213889120816	-0.9814963448641777	-0.7767429534025402	0.4242395229776209	-0.3040590611778308
51.0	-1.332248025898831	0.4037803261228664	-0.8022791729787982	-0.27071455537293126	-0.10846865173238279	0.2427169140097328	-0.19216419577765437	-0.2954056203036468	-0.6410213889120816	-0.9814963448641777	-0.7767429534025402	0.4069093692434686	-0.21699108658344524
52.0	-1.332248025898831	0.4037803261228664	-0.8022791729787982	-0.27071455537293126	-0.10846865173238279	0.4395784414778879	-1.674050161609599	-0.2954056203036468	-0.6410213889120816	-0.9814963448641777	-0.7767429534025402	0.43884480977244106	0.2727662705099731
53.0	-1.332248025898831	0.4037803261228664	-0.8022791729787982	-0.27071455537293126	-0.10846865173238279	0.18455328089414155	-1.6634399995630698	-0.2954056203036468	-0.6410213889120816	-0.9814963448641777	-0.7767429534025402	0.43884480977244106	0.09863032132120197
54.0	-1.332248025898831	2.7035800698591754	-1.0408018000735282	-0.27071455537293126	-2.067933485790775	0.12986952326409848	-0.7368191808328322	-0.2950105200273221	-0.7550878516006976	0.350978423650546	1.224411180624233	0.43884480977244106	-0.39112703577221636
55.0	-1.332248025898831	3.3424133320081504	-1.445126741124351	-0.27071455537293126	-0.269303905673654	0.8064567426685405	-1.6457563961521873	-0.29393326543232906	-0.5269549262234655	-1.0817267478055508	-0.26481980283755274	0.4282723260478326	1.4046499402369843
56.0	-1.332248025898831	3.1294689112918257	-1.5149382417374426	-0.27071455537293126	-2.067933485790775	0.3759464325992923	-1.157688942011833	-0.2935491184309916	-0.8691543142893136	-0.5687829209879358	-0.5440506122366364	0.43884480977244106	0.24011578003707845
57.0	-1.332248025898831	3.7683021734408	-1.4305826784966234	-0.27071455537293126	-0.23356273813114928	0.5912015876339164	-0.9879263492673622	-0.2942241531209182	-0.5269549262234655	-0.9048495661443042	-1.5678969133666136	0.3952469387431264	0.9910770609136534
58.0	-0.4422920193508216	0.5741358626959263	-0.8764538923802081	-0.27071455537293126	-0.04592160853299955	0.25763066609065366	-1.3875757863533043	-0.29462316528116694	-0.18475553815761742	-0.7397641965938074	0.5728726253597014	0.3710501203218571	0.08774682449690402
59.0	-0.4422920193508216	0.5741358626959263	-0.8764538923802081	-0.27071455537293126	-0.04592160853299955	0.14925740096929557	-0.7509660635615379	5.1226985888644	-0.18475553815761742	-0.7397641965938074	0.5728726253597014	0.43884480977244106	-0.3149425580021288
60.0	-0.4422920193508216	0.5741358626959263	-0.8764538923802081	-0.27071455537293126	-0.04592160853299955	0.056792138067586366	-0.07898913394800694	-0.29508429815812887	-0.18475553815761742	-0.7397641965938074	0.5728726253597014	0.41933476248682316	-0.41289402942081266
61.0	-0.4422920193508216	0.5741358626959263	-0.8764538923802081	-0.27071455537293126	-0.04592160853299955	0.16864527867449264	0.8829988916039955	-0.29540264727186455	-0.18475553815761742	-0.7397641965938074	0.5728726253597014	0.23371682657951567	-0.7067484436768636
62.0	-0.4422920193508216	0.5741358626959263	-0.8764538923802081	-0.27071455537293126	-0.04592160853299955	0.41223656266286635	-0.022401603033183483	-0.29508421992045036	-0.18475553815761742	-0.7397641965938074	0.5728726253597014	0.43884480977244106	-0.031971640570376166
64.0	-1.332248025898831	0.254719231621439	-1.4218562409199869	-0.27071455537293126	-2.0679062331505245	0.7343736076107564	-0.31594941965383117	-0.29352150053048803	-0.7550878516006976	-1.1406858083592997	0.06094947479471393	0.3989527577806185	1.1434460164538278
65.0	-1.332248025898831	2.9165244905755006	-1.132429394628211	-0.27071455537293126	-0.29164213538771944	-2.7940759684649983	-1.790761944121423	-0.2955645992663185	-0.6410213889120816	-0.42728117565893864	-1.1025122310348052	0.43884480977244106	0.10951381814550032
66.0	-1.332248025898831	2.9165244905755006	-1.132429394628211	-0.27071455537293126	-0.29164213538771944	0.07965989125833164	-1.3203780933919511	-0.2955645992663185	-0.6410213889120816	-0.42728117565893864	-1.1025122310348052	0.43884480977244106	-0.3367095516507254
67.0	-1.332248025898831	0.041774810905114076	-0.7397397036795701	-0.27071455537293126	-0.24249803001677545	0.12489827257045819	-1.6634399995630698	4.783147064260584	-0.6410213889120816	-0.38011392721593956	0.20056487949425492	0.4313241770198843	-0.05373863421897246
68.0	-0.4422920193508216	0.041774810905114076	-0.7397397036795701	-0.27071455537293126	-0.24249803001677545	-0.01628524712892574	-1.118785014507892	4.783147064260584	-0.6410213889120816	-0.38011392721593956	0.20056487949425492	0.43884480977244106	-0.5543794881366891
69.0	-0.4422920193508216	0.041774810905114076	-0.7397397036795701	-0.27071455537293126	-0.24249803001677545	0.1283781480560064	-1.2531804004305982	4.783147064260584	-0.6410213889120816	-0.38011392721593956	0.20056487949425492	0.43884480977244106	-0.17345709928625266
70.0	-0.4422920193508216	-0.4905862408856982	-0.05035113512528957	-0.27071455537293126	-0.22462744624552308	0.3928486849576692	-2.1868746605251888	-0.2966006226047525	-0.6410213889120816	-0.615950169430935	0.34018028419379753	0.295298819408423	0.18569829591558754
71.0	-0.4422920193508216	-0.4905862408856982	-0.05035113512528957	-0.27071455537293126	-0.22462744624552308	0.16615965332767252	-1.8013721061679524	-0.2966006226047525	-0.6410213889120816	-0.615950169430935	0.34018028419379753	0.22129143333616116	-0.08638912469186709
72.0	-0.4422920193508216	-0.4905862408856982	-0.05035113512528957	-0.27071455537293126	-0.22462744624552308	0.21786066054153141	-2.144434012339071	-0.2966006226047525	-0.6410213889120816	-0.615950169430935	0.34018028419379753	0.3735569979060429	0.033329340375413095
73.0	-0.4422920193508216	-0.4905862408856982	-0.05035113512528957	-0.27071455537293126	-0.22462744624552308	0.30734317302705644	-2.201021543253894	-0.2966006226047525	-0.6410213889120816	-0.615950169430935	0.34018028419379753	0.22379831092034694	0.09863032132120197
74.0	-1.332248025898831	-0.4905862408856982	0.2434389299548046	-0.27071455537293126	-0.11740394361800897	0.3212626749692492	-2.2080949846182474	-0.2974110084784498	-0.5269549262234655	-0.06763090628107073	0.1074879430278937	0.4172638636129307	0.17481479909128958
75.0	-0.4422920193508216	-0.4905862408856982	0.2434389299548046	-0.27071455537293126	-0.11740394361800897	0.32772530087098156	-0.8287739185694206	-0.2972145536677862	-0.5269549262234655	-0.06763090628107073	0.1074879430278937	0.2898490855297587	-0.11903961516476173
76.0	-0.4422920193508216	-0.4905862408856982	0.2434389299548046	-0.27071455537293126	-0.11740394361800897	0.3242454253854334	0.21455868267264072	-0.2975669361716607	-0.5269549262234655	-0.06763090628107073	0.1074879430278937	0.18554117909212345	-0.2714085707049362
77.0	-0.4422920193508216	-0.4905862408856982	0.2434389299548046	-0.27071455537293126	-0.11740394361800897	-2.7941505372254025	-0.8004801531120089	-0.2975369711408028	-0.5269549262234655	-0.06763090628107073	0.1074879430278937	0.33050410026459415	-0.18434059611055062
78.0	-1.332248025898831	-0.4905862408856982	0.2434389299548046	-0.27071455537293126	-0.11740394361800897	0.3008805471253241	-0.5210792192200668	-0.29681436794236027	-0.5269549262234655	-0.06763090628107073	0.1074879430278937	0.3244003983204901	-0.14080660881335802
79.0	-0.4422920193508216	-0.4905862408856982	0.2434389299548046	-0.27071455537293126	-0.11740394361800897	0.12290977229300208	-1.1258584558722449	-0.2972145536677862	-0.5269549262234655	-0.06763090628107073	0.1074879430278937	0.4296892568562853	-0.23875808023204154
80.0	-1.332248025898831	0.5741358626959263	-0.9157228614750721	-0.27071455537293126	-0.16654804898895295	0.5469574564605179	-1.2354967970197157	-0.29651190107735603	-0.6410213889120816	-0.7574519147599321	0.24710334772743633	0.43884480977244106	0.5992711752389187
81.0	-1.332248025898831	0.5741358626959263	-0.9157228614750721	-0.27071455537293126	-0.16654804898895295	0.4932679489692029	0.06955313470340528	-0.29651190107735603	-0.6410213889120816	-0.7574519147599321	0.24710334772743633	0.42500248572063387	0.1530478054426929
82.0	-1.332248025898831	0.5741358626959263	-0.9157228614750721	-0.27071455537293126	-0.16654804898895295	0.33567930198080603	-1.2814741658880098	-0.29651190107735603	-0.6410213889120816	-0.7574519147599321	0.24710334772743633	0.43884480977244106	0.2509992768613768
83.0	-1.332248025898831	0.5741358626959263	-0.9157228614750721	-0.27071455537293126	-0.16654804898895295	0.26856741761666225	-0.7686496669724203	-0.29651190107735603	-0.6410213889120816	-0.7574519147599321	0.24710334772743633	0.37061414161156375	0.04421283719971105
84.0	-1.332248025898831	-0.4905862408856982	-0.9695358931976636	-0.27071455537293126	-0.0637921923042519	0.37892918301547646	-0.7226722981041263	-0.29699799177375313	-0.7550878516006976	-0.9579127206426782	0.0144110065615325	0.43884480977244106	0.1530478054426929
85.0	-1.332248025898831	-0.4905862408856982	-0.9695358931976636	-0.27071455537293126	-0.0637921923042519	-2.7939069459414143	-0.4361979228478314	-0.29726532992111976	-0.7550878516006976	-0.9579127206426782	0.0144110065615325	0.3887072580887296	0.4469022196987442
86.0	-1.332248025898831	-0.4905862408856982	-0.9695358931976636	-0.27071455537293126	-0.0637921923042519	0.19300440707333003	-0.825237197887244	-0.2972735448773602	-0.7550878516006976	-0.9579127206426782	0.0144110065615325	0.4289262941132723	0.0006788499025184643
87.0	-1.332248025898831	-0.4905862408856982	-0.9695358931976636	-0.27071455537293126	-0.0637921923042519	0.24569966442591698	-0.41144087807259616	-0.2978052481403113	-0.7550878516006976	-0.9579127206426782	0.0144110065615325	0.4197707411971159	-0.031971640570376166
88.0	-1.332248025898831	-0.4905862408856982	-1.12661176957712	-0.27071455537293126	0.11491364540827165	0.6861524758824458	0.6318917231694652	-0.298060224734478	-0.8691543142893136	-0.8223068813690558	-0.31135827107073255	0.43884480977244106	0.12039731496979866
89.0	-1.332248025898831	-0.4905862408856982	-1.12661176957712	-0.27071455537293126	0.11491364540827165	0.7219454808766558	-0.18862747509547784	-0.29806585784732864	-0.8691543142893136	-0.8223068813690558	-0.31135827107073255	0.4296892568562853	0.6754556530090059
90.0	-1.332248025898831	-0.4905862408856982	-1.12661176957712	-0.27071455537293126	0.11491364540827165	0.3928486849576692	-0.08252585463018372	-0.2983179396473916	-0.8691543142893136	-0.8223068813690558	-0.31135827107073255	0.3873993219578501	0.011562346726816804
91.0	-1.332248025898831	-0.4905862408856982	-1.12661176957712	-0.27071455537293126	0.11491364540827165	0.3868831841253009	0.19333835857958204	-0.29831809612274857	-0.8691543142893136	-0.8223068813690558	-0.31135827107073255	0.40233159278539044	-0.05373863421897246
92.0	-1.332248025898831	0.7019025151257212	0.5648627140275808	-0.27071455537293126	0.0032224968379444266	0.40527681169176993	-0.5246159399022433	-0.29786916832362953	-0.6410213889120816	-0.8223068813690558	-0.12520439813801013	0.41824481571109	0.04421283719971105
93.0	-1.332248025898831	0.7019025151257212	0.5648627140275808	-0.27071455537293126	0.0032224968379444266	0.2904409206686795	-1.3981859483998338	-0.29786916832362953	-0.6410213889120816	-0.8223068813690558	-0.12520439813801013	0.4326321131507638	0.2727662705099731
94.0	-1.332248025898831	0.7019025151257212	0.5648627140275808	-0.27071455537293126	0.0032224968379444266	0.30933167330451256	0.313586861773582	2.527554793678094	-0.6410213889120816	-0.8223068813690558	-0.12520439813801013	0.43884480977244106	-0.2061075897591469
95.0	-0.4422920193508216	-0.4905862408856982	-1.2022408952413026	-0.27071455537293126	-0.08166277607550426	0.4962506993853871	-0.3760736712508314	-0.2980027200407951	-0.8691543142893136	-0.7869314450368066	-0.21828133460437132	0.014637524657209917	0.6428051625361112
96.0	-0.4422920193508216	-0.4905862408856982	-1.2022408952413026	-0.27071455537293126	-0.08166277607550426	0.26657891733920613	0.04125936924599304	-0.2980027200407951	-0.8691543142893136	-0.7869314450368066	-0.21828133460437132	0.38358450824278484	-0.11903961516476173
97.0	-0.4422920193508216	-0.4905862408856982	-1.2022408952413026	-0.27071455537293126	-0.08166277607550426	1.2140992995470434	0.2676094929052879	-0.2980027200407951	-0.8691543142893136	-0.7869314450368066	-0.21828133460437132	0.43884480977244106	1.7638053354388248
98.0	-1.332248025898831	-0.4905862408856982	-1.2022408952413026	-0.27071455537293126	-0.08166277607550426	-2.7933153671088715	-1.1152482938257156	-0.2980027200407951	-0.8691543142893136	-0.7869314450368066	-0.21828133460437132	0.40211360343024344	2.3188636734780315
99.0	-1.332248025898831	-0.4905862408856982	-1.2022408952413026	-0.27071455537293126	-0.08166277607550426	0.8894766292523332	-0.20984779918853677	-0.2980027200407951	-0.8691543142893136	-0.7869314450368066	-0.21828133460437132	0.43884480977244106	1.1652130101024245
100.0	-0.4422920193508216	-0.4905862408856982	-0.3775925442491569	-0.27071455537293126	-2.067442044737066	0.5469574564605179	0.40554159951017077	-0.2985639971462116	-0.5269549262234655	-0.1501735910563191	1.1313342441578702	0.41551994877175785	0.5448536911174278
101.0	-0.4422920193508216	-0.4905862408856982	-0.3775925442491569	-0.27071455537293126	-2.067442044737066	0.5738022102061754	0.10138362084299328	-0.2985027370439617	-0.5269549262234655	-0.1501735910563191	1.1313342441578702	0.4244575123327673	0.4360187228744459
102.0	-0.4422920193508216	-0.4905862408856982	-0.3775925442491569	-0.27071455537293126	-2.067442044737066	0.3868831841253009	0.6000612370298771	-0.29861336512133263	-0.5269549262234655	-0.1501735910563191	1.1313342441578702	-3.115471625892436	-0.4237775262451106
103.0	-0.4422920193508216	-0.4905862408856982	-0.3775925442491569	-0.27071455537293126	-2.067442044737066	0.2536536655357414	0.6707956506734067	-0.29861336512133263	-0.5269549262234655	-0.1501735910563191	1.1313342441578702	0.412359103122133	-0.34759304847502337
104.0	-0.4422920193508216	-0.4905862408856982	-0.3775925442491569	-0.27071455537293126	-2.067442044737066	0.26856741761666225	0.762750388409995	1.593396912625201	-0.5269549262234655	-0.1501735910563191	1.1313342441578702	0.3929580505140876	-0.26052507388063784
105.0	-0.4422920193508216	-0.4905862408856982	-0.3775925442491569	-0.27071455537293126	-2.067442044737066	0.11147589569762943	0.9997106741158192	-0.29908889373113495	-0.5269549262234655	-0.1501735910563191	1.1313342441578702	0.40778132666405476	-0.32582605482642707
106.0	-0.4422920193508216	-0.4905862408856982	-0.3775925442491569	-0.27071455537293126	-2.067442044737066	0.10401901965716902	0.8299480813713482	1.429097787816903	-0.5269549262234655	-0.1501735910563191	1.1313342441578702	0.42543846443092725	-0.32582605482642707
107.0	-0.4422920193508216	-0.4905862408856982	-0.3775925442491569	-0.27071455537293126	-2.067442044737066	0.24868241484210116	0.5929877956655241	-0.2990767668909705	-0.5269549262234655	-0.1501735910563191	1.1313342441578702	0.3384607117274443	-0.22787458340774358
108.0	-0.4422920193508216	-0.4905862408856982	-0.3775925442491569	-0.27071455537293126	-2.067442044737066	0.4211848139114188	1.0138575568445247	-0.29883383889928966	-0.5269549262234655	-0.1501735910563191	1.1313342441578702	0.42075169329527584	-0.2931755643535325
109.0	0.4476639871971878	-0.4905862408856982	-0.3775925442491569	-0.27071455537293126	-2.067442044737066	0.299389171917232	0.8051910365961128	-0.29874605622403494	-0.5269549262234655	-0.1501735910563191	1.1313342441578702	0.377044827588388	-0.3367095516507254
